-1.64,-1.33,-1.12,-0.92,-0.69,-0.50,-0.35,-0.24,-0.12,-0.01,0.12,0.24,0.40,0.54,0.70,0.90,1.12,1.36,1.68
-1.62,-1.33,-1.12,-0.91,-0.69,-0.51,-0.36,-0.25,-0.13,-0.02,0.11,0.23,0.39,0.53,0.69,0.90,1.13,1.39,1.70
-1.61,-1.32,-1.11,-0.90,-0.68,-0.51,-0.37,-0.26,-0.14,-0.03,0.10,0.22,0.37,0.52,0.69,0.90,1.14,1.40,1.71
-1.60,-1.31,-1.11,-0.89,-0.68,-0.51,-0.38,-0.27,-0.15,-0.04,0.09,0.21,0.37,0.51,0.68,0.90,1.15,1.42,1.72
-1.60,-1.31,-1.10,-0.88,-0.68,-0.52,-0.38,-0.27,-0.16,-0.04,0.08,0.20,0.36,0.51,0.68,0.90,1.16,1.43,1.73
-1.59,-1.31,-1.09,-0.88,-0.68,-0.51,-0.39,-0.28,-0.16,-0.05,0.07,0.20,0.35,0.49,0.68,0.89,1.16,1.44,1.74
-1.59,-1.30,-1.09,-0.87,-0.68,-0.51,-0.39,-0.28,-0.17,-0.05,0.07,0.19,0.34,0.48,0.67,0.88,1.17,1.45,1.75
-1.58,-1.31,-1.08,-0.87,-0.67,-0.52,-0.39,-0.29,-0.17,-0.06,0.06,0.18,0.33,0.48,0.67,0.88,1.18,1.46,1.75
-1.57,-1.30,-1.08,-0.87,-0.67,-0.52,-0.40,-0.29,-0.18,-0.07,0.05,0.18,0.32,0.47,0.66,0.87,1.18,1.47,1.76
-1.57,-1.29,-1.07,-0.86,-0.67,-0.52,-0.40,-0.29,-0.18,-0.07,0.05,0.18,0.32,0.47,0.66,0.88,1.18,1.48,1.76
-1.57,-1.29,-1.07,-0.86,-0.67,-0.52,-0.40,-0.29,-0.18,-0.08,0.04,0.17,0.31,0.47,0.66,0.88,1.19,1.49,1.77
-1.57,-1.29,-1.06,-0.86,-0.67,-0.52,-0.41,-0.29,-0.18,-0.08,0.04,0.17,0.31,0.47,0.65,0.88,1.19,1.50,1.77
-1.56,-1.29,-1.06,-0.85,-0.67,-0.52,-0.41,-0.30,-0.19,-0.08,0.04,0.16,0.30,0.46,0.65,0.87,1.19,1.50,1.78
-1.55,-1.29,-1.06,-0.85,-0.67,-0.52,-0.41,-0.30,-0.19,-0.09,0.03,0.16,0.30,0.46,0.66,0.87,1.19,1.51,1.79
-1.55,-1.29,-1.06,-0.85,-0.67,-0.52,-0.41,-0.30,-0.20,-0.09,0.03,0.16,0.30,0.46,0.65,0.87,1.19,1.51,1.79
-1.55,-1.29,-1.06,-0.85,-0.67,-0.53,-0.41,-0.30,-0.20,-0.09,0.02,0.15,0.29,0.46,0.65,0.87,1.20,1.52,1.79
-1.55,-1.28,-1.05,-0.85,-0.67,-0.53,-0.41,-0.30,-0.20,-0.09,0.02,0.15,0.29,0.45,0.65,0.87,1.20,1.53,1.80
-1.55,-1.28,-1.05,-0.85,-0.67,-0.53,-0.41,-0.31,-0.20,-0.09,0.02,0.15,0.28,0.45,0.65,0.88,1.20,1.53,1.80
-1.55,-1.28,-1.05,-0.84,-0.67,-0.53,-0.42,-0.31,-0.21,-0.10,0.02,0.14,0.28,0.45,0.65,0.88,1.20,1.54,1.80
-1.55,-1.28,-1.05,-0.84,-0.67,-0.53,-0.41,-0.31,-0.21,-0.10,0.01,0.14,0.28,0.44,0.65,0.88,1.20,1.54,1.81
-1.55,-1.28,-1.05,-0.85,-0.67,-0.53,-0.42,-0.32,-0.21,-0.10,0.01,0.14,0.28,0.44,0.65,0.88,1.20,1.55,1.81
-1.55,-1.27,-1.04,-0.85,-0.67,-0.54,-0.42,-0.32,-0.21,-0.10,0.01,0.14,0.27,0.44,0.65,0.88,1.21,1.55,1.81
-1.55,-1.27,-1.04,-0.85,-0.67,-0.54,-0.42,-0.32,-0.21,-0.11,0.01,0.13,0.27,0.43,0.65,0.89,1.21,1.56,1.81
-1.55,-1.27,-1.04,-0.84,-0.67,-0.53,-0.42,-0.32,-0.22,-0.11,0.01,0.13,0.27,0.43,0.65,0.89,1.21,1.56,1.81
-1.55,-1.27,-1.04,-0.84,-0.67,-0.53,-0.42,-0.32,-0.22,-0.11,0.00,0.13,0.27,0.43,0.65,0.89,1.21,1.56,1.81
-1.54,-1.27,-1.03,-0.84,-0.67,-0.53,-0.42,-0.32,-0.22,-0.11,0.00,0.13,0.26,0.43,0.65,0.88,1.21,1.56,1.81
-1.54,-1.26,-1.03,-0.84,-0.67,-0.54,-0.43,-0.32,-0.22,-0.11,-0.00,0.12,0.26,0.43,0.64,0.88,1.21,1.57,1.82
-1.54,-1.26,-1.03,-0.84,-0.67,-0.54,-0.43,-0.33,-0.23,-0.12,-0.00,0.12,0.26,0.42,0.64,0.88,1.21,1.58,1.83
-1.54,-1.26,-1.03,-0.84,-0.67,-0.54,-0.43,-0.33,-0.23,-0.12,-0.01,0.12,0.26,0.42,0.64,0.88,1.20,1.58,1.83
-1.53,-1.26,-1.02,-0.84,-0.67,-0.54,-0.43,-0.33,-0.23,-0.12,-0.01,0.11,0.26,0.42,0.63,0.88,1.20,1.59,1.84
-1.53,-1.25,-1.02,-0.84,-0.67,-0.54,-0.43,-0.33,-0.23,-0.12,-0.01,0.11,0.25,0.41,0.63,0.88,1.20,1.59,1.85
-1.52,-1.25,-1.02,-0.84,-0.67,-0.54,-0.43,-0.33,-0.24,-0.12,-0.01,0.11,0.25,0.41,0.63,0.88,1.19,1.59,1.86
-1.52,-1.25,-1.02,-0.84,-0.68,-0.55,-0.43,-0.33,-0.24,-0.12,-0.02,0.11,0.25,0.41,0.63,0.89,1.19,1.59,1.87
-1.52,-1.24,-1.02,-0.84,-0.68,-0.55,-0.43,-0.33,-0.24,-0.13,-0.02,0.11,0.25,0.40,0.63,0.88,1.20,1.59,1.88
-1.52,-1.24,-1.02,-0.84,-0.67,-0.55,-0.43,-0.33,-0.24,-0.13,-0.02,0.11,0.24,0.40,0.62,0.88,1.20,1.59,1.89
-1.52,-1.23,-1.02,-0.84,-0.67,-0.55,-0.43,-0.34,-0.24,-0.13,-0.02,0.11,0.24,0.41,0.62,0.89,1.20,1.59,1.88
-1.52,-1.23,-1.02,-0.84,-0.68,-0.55,-0.43,-0.34,-0.24,-0.13,-0.03,0.10,0.24,0.41,0.62,0.89,1.20,1.59,1.88
-1.51,-1.23,-1.02,-0.83,-0.68,-0.55,-0.43,-0.34,-0.24,-0.13,-0.03,0.10,0.24,0.40,0.62,0.89,1.20,1.58,1.88
-1.51,-1.23,-1.02,-0.83,-0.68,-0.55,-0.44,-0.34,-0.25,-0.13,-0.03,0.10,0.24,0.40,0.62,0.88,1.20,1.58,1.89
-1.50,-1.22,-1.01,-0.83,-0.68,-0.55,-0.44,-0.34,-0.25,-0.13,-0.03,0.10,0.24,0.40,0.62,0.88,1.19,1.58,1.90
-1.50,-1.22,-1.01,-0.83,-0.67,-0.55,-0.44,-0.34,-0.25,-0.14,-0.03,0.10,0.23,0.40,0.62,0.88,1.19,1.58,1.91
-1.50,-1.22,-1.01,-0.83,-0.67,-0.55,-0.44,-0.35,-0.25,-0.14,-0.04,0.10,0.23,0.40,0.62,0.87,1.18,1.58,1.92
-1.49,-1.22,-1.01,-0.83,-0.67,-0.55,-0.44,-0.35,-0.25,-0.14,-0.04,0.10,0.23,0.40,0.62,0.87,1.18,1.58,1.92
-1.49,-1.21,-1.01,-0.83,-0.67,-0.55,-0.44,-0.35,-0.25,-0.14,-0.03,0.10,0.23,0.40,0.62,0.87,1.18,1.58,1.93
-1.49,-1.21,-1.00,-0.83,-0.68,-0.55,-0.44,-0.35,-0.26,-0.14,-0.04,0.10,0.23,0.40,0.61,0.86,1.18,1.57,1.94
-1.48,-1.21,-1.00,-0.83,-0.67,-0.55,-0.44,-0.35,-0.25,-0.15,-0.04,0.09,0.22,0.39,0.61,0.86,1.17,1.56,1.94
-1.48,-1.21,-1.00,-0.83,-0.67,-0.55,-0.44,-0.35,-0.26,-0.15,-0.04,0.09,0.22,0.40,0.61,0.86,1.17,1.56,1.94
-1.48,-1.21,-1.00,-0.83,-0.67,-0.55,-0.44,-0.35,-0.26,-0.15,-0.04,0.09,0.22,0.40,0.61,0.86,1.17,1.55,1.95
-1.47,-1.20,-1.00,-0.83,-0.67,-0.55,-0.45,-0.36,-0.26,-0.15,-0.04,0.09,0.22,0.39,0.60,0.86,1.16,1.54,1.95
-1.47,-1.20,-1.00,-0.82,-0.67,-0.55,-0.45,-0.36,-0.26,-0.15,-0.04,0.08,0.22,0.39,0.60,0.85,1.16,1.55,1.96
-1.47,-1.20,-0.99,-0.82,-0.67,-0.55,-0.45,-0.36,-0.26,-0.16,-0.04,0.08,0.21,0.39,0.60,0.85,1.16,1.55,1.97
-1.47,-1.20,-0.99,-0.82,-0.67,-0.55,-0.45,-0.36,-0.27,-0.15,-0.05,0.08,0.21,0.38,0.60,0.85,1.15,1.54,1.98
-1.47,-1.20,-0.99,-0.82,-0.67,-0.55,-0.45,-0.36,-0.27,-0.15,-0.05,0.08,0.21,0.38,0.60,0.84,1.15,1.53,1.98
-1.47,-1.20,-0.99,-0.82,-0.67,-0.56,-0.45,-0.36,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.84,1.14,1.53,1.99
-1.46,-1.20,-0.99,-0.82,-0.68,-0.56,-0.45,-0.36,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.84,1.14,1.52,1.99
-1.46,-1.20,-0.99,-0.82,-0.67,-0.56,-0.45,-0.36,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.84,1.14,1.52,1.99
-1.45,-1.19,-0.98,-0.82,-0.67,-0.56,-0.45,-0.36,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.83,1.14,1.52,1.99
-1.45,-1.19,-0.98,-0.82,-0.67,-0.56,-0.45,-0.36,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.83,1.13,1.52,1.99
-1.45,-1.19,-0.98,-0.82,-0.67,-0.56,-0.45,-0.37,-0.27,-0.16,-0.05,0.08,0.21,0.38,0.59,0.83,1.13,1.52,1.99
-1.45,-1.19,-0.98,-0.82,-0.67,-0.56,-0.45,-0.37,-0.27,-0.17,-0.06,0.08,0.21,0.38,0.59,0.83,1.13,1.51,2.00
-1.45,-1.18,-0.98,-0.82,-0.67,-0.56,-0.46,-0.37,-0.27,-0.17,-0.06,0.08,0.21,0.38,0.58,0.83,1.13,1.52,2.00
-1.45,-1.18,-0.98,-0.82,-0.67,-0.56,-0.46,-0.37,-0.27,-0.17,-0.06,0.07,0.21,0.38,0.58,0.83,1.12,1.51,2.01
-1.44,-1.18,-0.97,-0.82,-0.68,-0.56,-0.46,-0.37,-0.27,-0.17,-0.06,0.07,0.21,0.38,0.58,0.83,1.12,1.51,2.01
-1.44,-1.18,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.27,-0.17,-0.06,0.07,0.21,0.37,0.58,0.83,1.12,1.50,2.01
-1.44,-1.18,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.17,-0.06,0.07,0.20,0.37,0.58,0.83,1.11,1.50,2.02
-1.43,-1.18,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.17,-0.06,0.07,0.20,0.37,0.58,0.83,1.11,1.50,2.01
-1.43,-1.17,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.17,-0.06,0.07,0.20,0.37,0.58,0.82,1.11,1.50,2.01
-1.43,-1.17,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.17,-0.06,0.07,0.20,0.37,0.57,0.82,1.10,1.50,2.01
-1.43,-1.17,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.17,-0.07,0.07,0.20,0.37,0.57,0.82,1.10,1.50,2.02
-1.43,-1.17,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.18,-0.07,0.07,0.20,0.37,0.57,0.82,1.10,1.49,2.02
-1.43,-1.17,-0.97,-0.81,-0.68,-0.56,-0.46,-0.37,-0.28,-0.18,-0.07,0.06,0.20,0.37,0.58,0.82,1.10,1.49,2.02
-1.43,-1.17,-0.97,-0.81,-0.67,-0.56,-0.47,-0.37,-0.27,-0.18,-0.07,0.06,0.19,0.37,0.58,0.82,1.10,1.49,2.03
-1.43,-1.17,-0.97,-0.81,-0.67,-0.56,-0.47,-0.37,-0.27,-0.18,-0.07,0.06,0.19,0.36,0.58,0.82,1.10,1.49,2.04
-1.42,-1.17,-0.97,-0.81,-0.68,-0.56,-0.47,-0.38,-0.28,-0.18,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.04
-1.42,-1.16,-0.97,-0.81,-0.68,-0.56,-0.47,-0.37,-0.28,-0.18,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.04
-1.42,-1.16,-0.97,-0.81,-0.68,-0.56,-0.47,-0.38,-0.28,-0.18,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.05
-1.42,-1.16,-0.97,-0.81,-0.67,-0.56,-0.47,-0.38,-0.28,-0.19,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.05
-1.42,-1.16,-0.97,-0.81,-0.67,-0.56,-0.47,-0.38,-0.28,-0.19,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.06
-1.41,-1.16,-0.97,-0.81,-0.67,-0.56,-0.47,-0.38,-0.28,-0.19,-0.07,0.06,0.19,0.36,0.57,0.82,1.09,1.49,2.06
