epoch,total_train_loss,total_train_acc
0,0.6925538167357445,0.5608212274543896
1,0.6914522662758827,0.5662999959615067
2,0.6904762148857116,0.568582131608378
3,0.6894302666187286,0.5693027281706816
4,0.6881430223584175,0.5706681883472416
5,0.6861378580331803,0.570565323524784
6,0.6828855663537979,0.5734893926371982
7,0.6791240319609642,0.5785245354461866
8,0.6760914981365204,0.5841961199986511
9,0.6729596093297004,0.5908443993948296
10,0.668504749238491,0.5975674324159654
11,0.6619172483682633,0.6064140935402161
12,0.6529729336500167,0.618428547493051
13,0.6427031442523002,0.6346670144813561
14,0.6334925964474678,0.6482399142265318
15,0.6266147077083588,0.6573749351198296
16,0.6217191308736801,0.6619694004257339
17,0.6180605202913284,0.6649452021102726
18,0.6151917353272438,0.6676640783992934
19,0.612797737121582,0.6695638323064076
20,0.6107245653867721,0.6721309659476913
21,0.6088960498571396,0.673157640890785
22,0.6072631791234017,0.6745686385975171
23,0.6057507410645485,0.6764419707065923
24,0.6043408676981926,0.6776757266803265
25,0.6029999062418938,0.6790600559685994
26,0.6017267376184463,0.6803158206595892
27,0.6005154564976692,0.6813418164033527
28,0.5993735119700432,0.6823172944948339
29,0.5982990622520447,0.6840636325948204
30,0.5972963616251945,0.6853973195109141
31,0.5963591456413269,0.6860131350378414
32,0.5954764053225517,0.6864982441394489
33,0.5946502536535263,0.6875489726251137
34,0.5938719198107719,0.6881164368696275
35,0.5931241780519485,0.6886796622070263
36,0.5924170091748238,0.6897572436109626
37,0.5917456224560738,0.6902960309733615
38,0.5911008223891259,0.6910646978993302
39,0.5904855653643608,0.691885669255469
40,0.5898927614092827,0.692141568055346
41,0.5893220230937004,0.69275809355641
42,0.5887717515230179,0.6932965112137505
43,0.588242593407631,0.6935274748253072
44,0.5877251967787742,0.6941958926139834
45,0.5872127205133438,0.6947092953353124
46,0.5867104396224022,0.6951467906033876
47,0.5862163528800011,0.6953525837598833
48,0.5857228219509125,0.6957627613184414
49,0.5852369517087936,0.6958893948947986
50,0.5847518563270568,0.6963249043344123
51,0.5842616781592369,0.6969422395846357
52,0.5837787821888923,0.6967619134989824
53,0.5833123728632927,0.6967635446012681
54,0.5828782573342324,0.6970979557106479
55,0.5824570283293724,0.6975850437282866
56,0.5820568412542343,0.6978924545305139
57,0.5816657736897468,0.69850777876827
58,0.5812894627451897,0.69873918221694
59,0.5809200018644333,0.6993052425118922
60,0.5805624514818192,0.6994834427130121
61,0.5802091151475907,0.6997915421607541
62,0.5798685118556023,0.6998934233993526
63,0.5795384049415588,0.6999193750882414
64,0.57921412140131,0.7004848542702674
65,0.5788998901844025,0.7008431236716625
66,0.5785933792591095,0.7010725048007176
67,0.5782955706119537,0.7010463049014948
68,0.5780022338032722,0.7012275006363881
69,0.5777190446853637,0.701690310497517
70,0.577440756559372,0.7017413769487616
71,0.577174237370491,0.7024088734634277
72,0.5769019111990928,0.7023581912250978
73,0.5766421958804131,0.7024606445864496
74,0.5763792872428894,0.7029220539838439
75,0.5761338368058204,0.7032044047210775
76,0.5758878424763679,0.7034352285380194
77,0.5756435006856918,0.7034862764694354
78,0.5754025131464005,0.7036909105931527
79,0.5751675367355347,0.7038701167952361
80,0.5749306097626686,0.7039985026178046
81,0.5746990799903869,0.7041269758398232
82,0.574462142586708,0.7043331948583903
83,0.5742277324199676,0.7045133951286873
84,0.5740033969283104,0.7045905028663058
85,0.5737807840108872,0.704641519545972
86,0.5735527738928795,0.704667560392973
87,0.5733332961797715,0.7045912858779438
88,0.5731196254491806,0.7044626573700816
89,0.5729068383574486,0.7047702045407791
90,0.572697040438652,0.7049749954256834
91,0.5724862962961197,0.705385025708208
92,0.5722801119089127,0.7053853654540042
93,0.5720763638615608,0.7056168784297533
94,0.5718730226159096,0.7055662787608681
95,0.5716728910803794,0.7055927347186285
96,0.5714850038290024,0.7055676408963889
97,0.5712940111756325,0.7054651791781315
98,0.5711029335856438,0.7056956061411397
99,0.5709180176258087,0.7059010061639828
