0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95
-2.65,-2.62,-0.06,-0.04,-0.03,-0.02,-0.01,0.00,0.01,0.02,0.03,0.04,0.71,0.74,0.76,0.79,0.80,0.82,0.83
-1.01,-1.00,-0.73,-0.73,-0.73,-0.73,-0.72,-0.72,-0.72,-0.72,-0.71,-0.71,1.27,1.28,1.28,1.28,1.28,1.29,1.29
-0.92,-0.91,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-0.74,-0.74,-0.74,-0.73,1.27,1.28,1.29,1.29,1.29,1.29,1.29
-0.94,-0.93,-0.75,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.74,-0.73,-0.73,1.28,1.28,1.28,1.29,1.29,1.29,1.29
-1.00,-0.97,-0.74,-0.74,-0.74,-0.73,-0.73,-0.73,-0.72,-0.72,-0.71,-0.70,1.26,1.27,1.28,1.28,1.29,1.29,1.30
-1.02,-0.97,-0.76,-0.76,-0.75,-0.74,-0.73,-0.71,-0.71,-0.69,-0.68,-0.67,1.23,1.24,1.26,1.28,1.30,1.31,1.33
-1.04,-0.94,-0.81,-0.79,-0.78,-0.75,-0.72,-0.69,-0.68,-0.65,-0.62,-0.60,1.16,1.19,1.22,1.26,1.31,1.35,1.39
-1.09,-0.90,-0.85,-0.82,-0.80,-0.77,-0.72,-0.68,-0.65,-0.60,-0.54,-0.51,1.10,1.15,1.19,1.25,1.30,1.37,1.44
-1.18,-0.95,-0.81,-0.79,-0.77,-0.74,-0.72,-0.68,-0.65,-0.59,-0.53,-0.48,1.11,1.16,1.19,1.23,1.28,1.36,1.44
-1.27,-1.02,-0.79,-0.75,-0.73,-0.71,-0.69,-0.68,-0.65,-0.59,-0.53,-0.47,1.12,1.17,1.20,1.23,1.26,1.34,1.41
-1.32,-1.09,-0.78,-0.74,-0.72,-0.70,-0.67,-0.64,-0.61,-0.57,-0.52,-0.46,1.11,1.17,1.20,1.23,1.27,1.33,1.40
-1.35,-1.13,-0.79,-0.74,-0.71,-0.69,-0.66,-0.62,-0.59,-0.55,-0.50,-0.44,1.08,1.16,1.19,1.23,1.28,1.33,1.40
-1.36,-1.16,-0.79,-0.74,-0.71,-0.68,-0.64,-0.61,-0.58,-0.54,-0.49,-0.40,1.07,1.14,1.18,1.23,1.28,1.32,1.39
-1.37,-1.18,-0.80,-0.75,-0.71,-0.68,-0.64,-0.60,-0.57,-0.53,-0.48,-0.37,1.05,1.13,1.17,1.22,1.28,1.33,1.39
-1.38,-1.19,-0.80,-0.75,-0.71,-0.67,-0.63,-0.60,-0.56,-0.52,-0.48,-0.36,1.04,1.12,1.17,1.22,1.27,1.33,1.39
-1.38,-1.19,-0.81,-0.75,-0.71,-0.67,-0.63,-0.59,-0.56,-0.52,-0.47,-0.35,1.01,1.11,1.17,1.22,1.28,1.33,1.39
-1.38,-1.19,-0.83,-0.75,-0.71,-0.67,-0.63,-0.59,-0.55,-0.52,-0.47,-0.35,1.00,1.11,1.17,1.22,1.28,1.33,1.40
-1.37,-1.20,-0.83,-0.76,-0.71,-0.67,-0.63,-0.59,-0.55,-0.52,-0.47,-0.34,0.99,1.11,1.17,1.22,1.28,1.33,1.40
-1.36,-1.20,-0.84,-0.76,-0.71,-0.67,-0.63,-0.59,-0.56,-0.52,-0.47,-0.35,0.99,1.11,1.17,1.23,1.28,1.33,1.40
-1.35,-1.19,-0.84,-0.76,-0.72,-0.68,-0.63,-0.59,-0.56,-0.52,-0.48,-0.35,0.99,1.11,1.17,1.23,1.28,1.33,1.40
-1.34,-1.19,-0.84,-0.76,-0.72,-0.68,-0.63,-0.60,-0.56,-0.52,-0.48,-0.36,0.99,1.11,1.18,1.23,1.28,1.33,1.40
